p_id,hh_id,tu_id,bruttolohn_m,vermögen_hh,in_priv_krankenv,alter,hat_kinder,kind,selbstständig,eink_selbst_m,summe_ges_priv_rente_m,vermiet_eink_m,kapitaleink_m,priv_rente_beitr_m,wohnort_ost,jahr_renteneintr,betreuungskost_m,in_ausbildung,behinderungsgrad,arbeitsstunden_w,alleinerz
100,25,25,2750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
101,25,25,2750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
104,26,26,2800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
105,26,26,2800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
108,27,27,2850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
109,27,27,2850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
112,28,28,2900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
113,28,28,2900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
116,29,29,2950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
117,29,29,2950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
120,30,30,3000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
121,30,30,3000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
124,31,31,3050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
125,31,31,3050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
128,32,32,3100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
129,32,32,3100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
132,33,33,3150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
133,33,33,3150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
136,34,34,3200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
137,34,34,3200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
140,35,35,3250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
141,35,35,3250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
144,36,36,3300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
145,36,36,3300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
148,37,37,3350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
149,37,37,3350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
152,38,38,3400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
153,38,38,3400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
156,39,39,3450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
157,39,39,3450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
160,40,40,3500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
161,40,40,3500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
164,41,41,3550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
165,41,41,3550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
168,42,42,3600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
169,42,42,3600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
172,43,43,3650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
173,43,43,3650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
176,44,44,3700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
177,44,44,3700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
180,45,45,3750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
181,45,45,3750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
184,46,46,3800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
185,46,46,3800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
188,47,47,3850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
189,47,47,3850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
192,48,48,3900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
193,48,48,3900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
196,49,49,3950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
197,49,49,3950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
200,50,50,4000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
201,50,50,4000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
204,51,51,4050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
205,51,51,4050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
208,52,52,4100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
209,52,52,4100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
212,53,53,4150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
213,53,53,4150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
216,54,54,4200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
217,54,54,4200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
220,55,55,4250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
221,55,55,4250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
224,56,56,4300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
225,56,56,4300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
228,57,57,4350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
229,57,57,4350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
232,58,58,4400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
233,58,58,4400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
236,59,59,4450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
237,59,59,4450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
240,60,60,4500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
241,60,60,4500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
244,61,61,4550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
245,61,61,4550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
248,62,62,4600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
249,62,62,4600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
252,63,63,4650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
253,63,63,4650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
256,64,64,4700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
257,64,64,4700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
260,65,65,4750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
261,65,65,4750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
264,66,66,4800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
265,66,66,4800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
268,67,67,4850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
269,67,67,4850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
272,68,68,4900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
273,68,68,4900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
276,69,69,4950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
277,69,69,4950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
280,70,70,5000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
281,70,70,5000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
284,71,71,5050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
285,71,71,5050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
288,72,72,5100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
289,72,72,5100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
292,73,73,5150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
293,73,73,5150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
296,74,74,5200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
297,74,74,5200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
300,75,75,5250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
301,75,75,5250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
304,76,76,5300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
305,76,76,5300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
308,77,77,5350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
309,77,77,5350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
312,78,78,5400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
313,78,78,5400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
316,79,79,5450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
317,79,79,5450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
320,80,80,5500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
321,80,80,5500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
324,81,81,5550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
325,81,81,5550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
328,82,82,5600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
329,82,82,5600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
332,83,83,5650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
333,83,83,5650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
336,84,84,5700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
337,84,84,5700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
340,85,85,5750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
341,85,85,5750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
344,86,86,5800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
345,86,86,5800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
348,87,87,5850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
349,87,87,5850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
352,88,88,5900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
353,88,88,5900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
356,89,89,5950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
357,89,89,5950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
360,90,90,6000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
361,90,90,6000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
364,91,91,6050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
365,91,91,6050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
368,92,92,6100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
369,92,92,6100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
372,93,93,6150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
373,93,93,6150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
376,94,94,6200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
377,94,94,6200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
380,95,95,6250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
381,95,95,6250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
384,96,96,6300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
385,96,96,6300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
388,97,97,6350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
389,97,97,6350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
392,98,98,6400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
393,98,98,6400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
396,99,99,6450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
397,99,99,6450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
400,100,100,6500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
401,100,100,6500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
404,101,101,6550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
405,101,101,6550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
408,102,102,6600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
409,102,102,6600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
412,103,103,6650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
413,103,103,6650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
416,104,104,6700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
417,104,104,6700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
420,105,105,6750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
421,105,105,6750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
424,106,106,6800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
425,106,106,6800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
428,107,107,6850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
429,107,107,6850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
432,108,108,6900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
433,108,108,6900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
436,109,109,6950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
437,109,109,6950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
440,110,110,7000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
441,110,110,7000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
444,111,111,7050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
445,111,111,7050.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
448,112,112,7100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
449,112,112,7100.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
452,113,113,7150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
