p_id,hh_id,tu_id,bruttolohn_m,vermögen_hh,prv_krankenv,alter,hat_kinder,kind,selbstständig,eink_selbst_m,ges_rente_m,vermiet_eink_m,kapital_eink_m,prv_rente_beitr_m,wohnort_ost,jahr_renteneintr,betreuungskost_m,in_ausbildung,behinderungsgrad,arbeitsstunden_w,alleinerziehend,anz_minderj_hh
124,31,31,3050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
125,31,31,3050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
128,32,32,3100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
129,32,32,3100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
132,33,33,3150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
133,33,33,3150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
136,34,34,3200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
137,34,34,3200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
140,35,35,3250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
141,35,35,3250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
144,36,36,3300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
145,36,36,3300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
148,37,37,3350.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
149,37,37,3350.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
152,38,38,3400.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
153,38,38,3400.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
156,39,39,3450.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
157,39,39,3450.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
160,40,40,3500.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
161,40,40,3500.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
164,41,41,3550.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
165,41,41,3550.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
168,42,42,3600.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
169,42,42,3600.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
172,43,43,3650.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
173,43,43,3650.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
176,44,44,3700.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
177,44,44,3700.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
180,45,45,3750.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
181,45,45,3750.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
184,46,46,3800.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
185,46,46,3800.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
188,47,47,3850.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
189,47,47,3850.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
192,48,48,3900.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
193,48,48,3900.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
196,49,49,3950.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
197,49,49,3950.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
200,50,50,4000.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
201,50,50,4000.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
204,51,51,4050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
205,51,51,4050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
208,52,52,4100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
209,52,52,4100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
212,53,53,4150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
213,53,53,4150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
216,54,54,4200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
217,54,54,4200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
220,55,55,4250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
221,55,55,4250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
224,56,56,4300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
225,56,56,4300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
228,57,57,4350.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
229,57,57,4350.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
232,58,58,4400.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
233,58,58,4400.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
236,59,59,4450.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
237,59,59,4450.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
240,60,60,4500.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
241,60,60,4500.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
244,61,61,4550.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
245,61,61,4550.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
248,62,62,4600.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
249,62,62,4600.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
252,63,63,4650.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
253,63,63,4650.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
256,64,64,4700.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
257,64,64,4700.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
260,65,65,4750.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
261,65,65,4750.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
264,66,66,4800.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
265,66,66,4800.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
268,67,67,4850.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
269,67,67,4850.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
272,68,68,4900.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
273,68,68,4900.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
276,69,69,4950.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
277,69,69,4950.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
280,70,70,5000.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
281,70,70,5000.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
284,71,71,5050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
285,71,71,5050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
288,72,72,5100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
289,72,72,5100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
292,73,73,5150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
293,73,73,5150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
296,74,74,5200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
297,74,74,5200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
300,75,75,5250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
301,75,75,5250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
304,76,76,5300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
305,76,76,5300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
308,77,77,5350.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
309,77,77,5350.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
312,78,78,5400.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
313,78,78,5400.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
316,79,79,5450.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
317,79,79,5450.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
320,80,80,5500.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
321,80,80,5500.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
324,81,81,5550.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
325,81,81,5550.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
328,82,82,5600.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
329,82,82,5600.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
332,83,83,5650.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
333,83,83,5650.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
336,84,84,5700.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
337,84,84,5700.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
340,85,85,5750.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
341,85,85,5750.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
344,86,86,5800.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
345,86,86,5800.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
348,87,87,5850.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
349,87,87,5850.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
352,88,88,5900.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
353,88,88,5900.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
356,89,89,5950.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
357,89,89,5950.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
360,90,90,6000.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
361,90,90,6000.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
364,91,91,6050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
365,91,91,6050.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
368,92,92,6100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
369,92,92,6100.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
372,93,93,6150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
373,93,93,6150.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
376,94,94,6200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
377,94,94,6200.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
380,95,95,6250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
381,95,95,6250.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
384,96,96,6300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
385,96,96,6300.0,0,False,50.0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100.0,0.0,False,0.0,40.0,False,0
